Temp,Humidity,Presure,Label
33.82,51.85,1008.97,blazing_sun
33.82,51.25,1008.98,blazing_sun
33.83,50.6,1008.96,blazing_sun
33.83,50.59,1008.95,blazing_sun
33.85,50.57,1008.97,blazing_sun
33.85,50.4,1008.97,blazing_sun
33.85,50.54,1008.95,blazing_sun
33.85,50.28,1008.99,blazing_sun
33.9,52.4,1009,blazing_sun
33.9,52.06,1008.98,blazing_sun
33.89,51.43,1008.98,blazing_sun
33.89,50.63,1009,blazing_sun
33.89,50.28,1008.97,blazing_sun
33.91,50.36,1009.02,blazing_sun
33.92,50,1008.99,blazing_sun
33.93,50.22,1008.97,blazing_sun
33.94,50.66,1008.97,blazing_sun
33.94,51.25,1008.97,blazing_sun
33.95,51.68,1008.96,blazing_sun
33.94,51.88,1008.97,blazing_sun
33.95,51.73,1008.99,blazing_sun
33.95,51.23,1009,blazing_sun
33.96,52.92,1009,blazing_sun
33.96,54.46,1008.99,blazing_sun
33.96,54.2,1009,blazing_sun
33.94,52.58,1008.95,blazing_sun
33.94,54.54,1009,blazing_sun
33.95,53.74,1008.99,blazing_sun
33.95,54.03,1008.96,blazing_sun
34.25,50.99,1008.96,blazing_sun
34.28,51.48,1008.98,blazing_sun
34.29,52.72,1008.99,blazing_sun
34.29,51.76,1008.99,blazing_sun
34.28,52.67,1009.03,blazing_sun
34.23,52.28,1009.03,blazing_sun
34.19,51.75,1009.01,blazing_sun
34.16,52.14,1009.01,blazing_sun
34.14,51.71,1009.04,blazing_sun
34.13,51.04,1009,blazing_sun
34.11,53.41,1009.03,blazing_sun
34.11,52.64,1009.05,blazing_sun
34.1,52.29,1009.09,blazing_sun
34.07,52.62,1009.05,blazing_sun
34.05,52.66,1009.03,blazing_sun
34.03,52.7,1009.04,blazing_sun
34,52.65,1009.08,blazing_sun
33.99,53,1009.05,blazing_sun
33.96,52.86,1009.07,blazing_sun
33.93,52.57,1009.03,blazing_sun
33.92,52.51,1009.02,blazing_sun
33.91,52.71,1009.04,blazing_sun
33.9,52.23,1009.03,blazing_sun
33.85,52.25,1009.03,blazing_sun
33.85,53.07,1009.03,blazing_sun
33.85,51.92,1009.03,blazing_sun
33.9,52.23,1008.98,blazing_sun
33.89,53.42,1009.03,blazing_sun
33.87,54.03,1008.98,blazing_sun
33.87,54.32,1009.01,blazing_sun
33.87,53.1,1008.99,blazing_sun
33.88,52.76,1008.96,blazing_sun
33.9,51.99,1008.99,blazing_sun
33.92,51.78,1009.01,blazing_sun
33.91,52.92,1008.98,blazing_sun
33.92,51.95,1009,blazing_sun
33.94,51.68,1009,blazing_sun
33.95,51.88,1009.04,blazing_sun
33.95,51.8,1009.02,blazing_sun
33.94,51.74,1009,blazing_sun
33.92,51.35,1009.01,blazing_sun
33.91,50.97,1008.97,blazing_sun
33.92,50.19,1009,blazing_sun
33.93,49.9,1009.01,blazing_sun
33.95,50.11,1008.99,blazing_sun
33.97,49.85,1009.02,blazing_sun
33.98,50.13,1008.96,blazing_sun
33.99,51.54,1009.02,blazing_sun
33.99,51.68,1009.01,blazing_sun
34,51.47,1008.97,blazing_sun
33.99,50.75,1009,blazing_sun
33.98,50.17,1008.95,blazing_sun
34.01,49.7,1008.97,blazing_sun
34.04,49.51,1008.97,blazing_sun
34.08,49.91,1008.96,blazing_sun
34.09,50.02,1009,blazing_sun
34.09,50.31,1009,blazing_sun
34.08,50.53,1008.99,blazing_sun
34.22,50.08,1008.98,blazing_sun
34.11,52.58,1009,blazing_sun
33.97,52.2,1009,blazing_sun
33.92,51.07,1008.99,blazing_sun
33.9,51.69,1009.01,blazing_sun
33.77,52.08,1008.98,blazing_sun
33.62,56.37,1008.96,blazing_sun
33.62,56.49,1008.96,blazing_sun
33.61,56.01,1008.96,blazing_sun
33.59,55.88,1008.98,blazing_sun
33.59,55.58,1008.95,blazing_sun
33.58,55.79,1008.98,blazing_sun
33.55,56.01,1008.95,blazing_sun
33.56,55.49,1008.96,blazing_sun
33.57,54.73,1008.98,blazing_sun
33.57,54.14,1008.97,blazing_sun
33.57,53.74,1008.97,blazing_sun
33.57,53.86,1008.97,blazing_sun
33.56,53.25,1008.93,blazing_sun
33.57,52.63,1008.94,blazing_sun
33.58,52.64,1008.97,blazing_sun
33.58,52.78,1008.92,blazing_sun
33.58,52.23,1008.92,blazing_sun
33.6,52.11,1008.95,blazing_sun
33.61,53,1008.94,blazing_sun
33.61,52.58,1008.91,blazing_sun
33.62,52.81,1008.94,blazing_sun
33.63,52.75,1008.92,blazing_sun
33.63,53.4,1008.94,blazing_sun
33.67,53.18,1008.93,blazing_sun
33.67,52.91,1008.94,blazing_sun
33.69,52.86,1008.94,blazing_sun
33.7,52.79,1008.97,blazing_sun
33.7,52.91,1008.94,blazing_sun
33.7,53.01,1008.96,blazing_sun
33.68,52.54,1008.95,blazing_sun
33.67,53.3,1008.95,blazing_sun
33.67,53.69,1008.96,blazing_sun
33.66,52.98,1008.96,blazing_sun
33.65,54.33,1008.96,blazing_sun
33.65,53.67,1008.98,blazing_sun
33.65,52.94,1008.95,blazing_sun
33.66,52.3,1009.02,blazing_sun
33.66,51.45,1009.01,blazing_sun
33.66,52.43,1009,blazing_sun
33.67,51.68,1009.01,blazing_sun
33.67,51.38,1008.95,blazing_sun
33.68,51.44,1008.98,blazing_sun
33.68,51.1,1008.97,blazing_sun
33.7,51.06,1009,blazing_sun
33.69,51.04,1008.95,blazing_sun
33.7,51,1008.97,blazing_sun
33.71,51.68,1008.95,blazing_sun
33.73,51.62,1008.97,blazing_sun
33.74,51.45,1008.98,blazing_sun
33.94,52.19,1009.02,blazing_sun
33.94,52.2,1009.01,blazing_sun
33.95,53.02,1009,blazing_sun
33.93,52.16,1008.98,blazing_sun
33.9,52.63,1008.99,blazing_sun
33.88,53.27,1008.99,blazing_sun
33.88,53.08,1008.99,blazing_sun
33.87,53.06,1008.97,blazing_sun
33.86,53.68,1008.96,blazing_sun
33.85,53.93,1008.94,blazing_sun
33.86,54.66,1008.98,blazing_sun
33.85,54.99,1008.98,blazing_sun
33.83,53.41,1008.97,blazing_sun
33.83,53.41,1008.97,blazing_sun
33.83,53.66,1008.99,blazing_sun
33.84,53.58,1008.98,blazing_sun
33.81,53.33,1008.98,blazing_sun
33.81,53.69,1009,blazing_sun
33.81,54.17,1008.97,blazing_sun
33.8,53.82,1008.98,blazing_sun
33.81,53.77,1008.99,blazing_sun
33.79,53.94,1008.96,blazing_sun
33.76,53.37,1009,blazing_sun
33.74,52.96,1008.98,blazing_sun
33.72,53.09,1008.99,blazing_sun
33.72,53.27,1008.97,blazing_sun
33.72,53.2,1008.96,blazing_sun
33.7,53.16,1008.96,blazing_sun
33.71,52.65,1008.98,blazing_sun
33.71,52.14,1008.96,blazing_sun
33.72,52.08,1008.96,blazing_sun
33.73,51.83,1008.97,blazing_sun
33.72,52.37,1008.97,blazing_sun
33.72,52.62,1008.97,blazing_sun
33.72,52.55,1008.98,blazing_sun
33.73,52.37,1009,blazing_sun
33.73,52.09,1008.98,blazing_sun
33.72,52.1,1008.98,blazing_sun
33.7,53.25,1008.95,blazing_sun
33.71,52.64,1008.97,blazing_sun
33.71,52.43,1008.95,blazing_sun
33.73,51.95,1008.99,blazing_sun
33.74,51.96,1008.97,blazing_sun
33.75,52.2,1008.96,blazing_sun
33.75,52.23,1008.96,blazing_sun
33.58,53.81,1009,blazing_sun
33.44,54.53,1008.91,blazing_sun
33.28,54.2,1008.92,blazing_sun
33.41,52.83,1008.92,blazing_sun
33.39,51.51,1008.92,blazing_sun
33.52,52.87,1008.99,blazing_sun
33.59,51.51,1008.96,blazing_sun
33.53,53.54,1008.98,blazing_sun
33.57,50.54,1008.98,blazing_sun
33.58,51.68,1008.93,blazing_sun
33.48,52.21,1008.94,blazing_sun
33.48,53.25,1008.94,blazing_sun
33.42,52.42,1008.94,blazing_sun
33.49,52.17,1008.94,blazing_sun
33.49,52.04,1008.89,blazing_sun
33.49,51.96,1008.94,blazing_sun
33.3,54.71,1008.95,blazing_sun
33.25,53.08,1008.87,blazing_sun
33.34,53.03,1008.87,blazing_sun
33.41,53.51,1008.9,blazing_sun
33.41,53.36,1008.94,blazing_sun
33.3,53.97,1008.9,blazing_sun
33.41,53.58,1008.93,blazing_sun
33.33,53.63,1008.87,blazing_sun
33.38,53.73,1008.87,blazing_sun
33.34,55.14,1008.86,blazing_sun
33.34,54.75,1008.88,blazing_sun
33.32,55.26,1008.88,blazing_sun
33.3,55.05,1008.87,blazing_sun
33.29,54.67,1008.87,blazing_sun
33.29,54.6,1008.85,blazing_sun
33.3,54.45,1008.89,blazing_sun
33.3,54.71,1008.87,blazing_sun
33.29,54.64,1008.85,blazing_sun
33.3,56.02,1008.9,blazing_sun
33.3,55.06,1008.85,blazing_sun
33.29,54.58,1008.85,blazing_sun
33.29,54.72,1008.85,blazing_sun
33.29,55.51,1008.86,blazing_sun
33.3,55.44,1008.82,blazing_sun
33.3,55,1008.85,blazing_sun
33.31,55.17,1008.83,blazing_sun
33.34,56.82,1008.87,blazing_sun
33.36,58.64,1008.88,blazing_sun
33.37,57.55,1008.91,blazing_sun
33.38,56.5,1008.87,blazing_sun
33.39,56.25,1008.86,blazing_sun
33.4,55.65,1008.82,blazing_sun
33.41,55.67,1008.84,blazing_sun
33.42,56.79,1008.88,blazing_sun
33.44,56.34,1008.84,blazing_sun
33.53,54.17,1008.83,blazing_sun
33.37,57.72,1008.84,blazing_sun
33.4,56.42,1008.85,blazing_sun
33.4,55.74,1008.87,blazing_sun
33.4,56.48,1008.83,blazing_sun
33.4,56.05,1008.81,blazing_sun
33.4,57.28,1008.84,blazing_sun
33.39,56.8,1008.87,blazing_sun
33.35,56.77,1008.87,blazing_sun
33.36,56.74,1008.91,blazing_sun
33.31,57.46,1008.89,blazing_sun
33.26,58.09,1008.87,blazing_sun
33.15,58.33,1008.9,blazing_sun
33.1,58.42,1008.88,blazing_sun
33.1,58.2,1008.86,blazing_sun
33.08,57.96,1008.82,blazing_sun
33.08,57.82,1008.85,blazing_sun
33.08,57.78,1008.83,blazing_sun
33.08,58.04,1008.86,blazing_sun
33.09,56.98,1008.86,blazing_sun
33.1,56.76,1008.86,blazing_sun
33.11,57.41,1008.84,blazing_sun
33.12,57.37,1008.86,blazing_sun
33.13,56.25,1008.83,blazing_sun
33.18,54.56,1008.86,blazing_sun
33.39,53.99,1008.92,blazing_sun
33.36,53.03,1008.89,blazing_sun
33.46,53.35,1008.84,blazing_sun
33.48,53.26,1008.84,blazing_sun
33.5,53.18,1008.84,blazing_sun
33.53,53.14,1008.84,blazing_sun
33.55,53.15,1008.86,blazing_sun
33.56,53.23,1008.86,blazing_sun
33.57,53.49,1008.84,blazing_sun
33.56,53.62,1008.85,blazing_sun
33.54,53.37,1008.84,blazing_sun
33.54,53.27,1008.86,blazing_sun
33.54,53.39,1008.84,blazing_sun
33.56,53.37,1008.85,blazing_sun
33.56,52.9,1008.86,blazing_sun
33.55,52.82,1008.85,blazing_sun
33.54,52.84,1008.84,blazing_sun
33.54,53.17,1008.86,blazing_sun
33.53,53.2,1008.84,blazing_sun
33.53,53.1,1008.88,blazing_sun
33.51,53.23,1008.85,blazing_sun
33.5,53.19,1008.84,blazing_sun
33.49,53.07,1008.84,blazing_sun
33.48,53.52,1008.87,blazing_sun
33.39,53.19,1008.88,blazing_sun
33.44,52.05,1008.83,blazing_sun
34.16,51.02,1008.86,blazing_sun
34.34,50.91,1008.87,blazing_sun
33.73,53.82,1008.87,blazing_sun
33.46,54.62,1008.81,blazing_sun
33.46,53.6,1008.79,blazing_sun
33.45,53.4,1008.76,blazing_sun
33.43,53.4,1008.7,blazing_sun
33.43,53.44,1008.75,blazing_sun
33.43,53.86,1008.73,blazing_sun
33.44,53.81,1008.71,blazing_sun
33.45,53.78,1008.7,blazing_sun
33.45,54.86,1008.71,blazing_sun
33.46,55.31,1008.72,blazing_sun
33.45,54.34,1008.74,blazing_sun
33.44,53.78,1008.76,blazing_sun
33.45,53.79,1008.74,blazing_sun
33.47,52.87,1008.72,blazing_sun
33.48,52.56,1008.76,blazing_sun
33.48,53.16,1008.75,blazing_sun
33.46,54.14,1008.76,blazing_sun
33.46,53.69,1008.77,blazing_sun
33.45,53.72,1008.78,blazing_sun
33.44,53.82,1008.79,blazing_sun
33.44,53.52,1008.79,blazing_sun
33.42,54.02,1008.77,blazing_sun
33.43,54.49,1008.77,blazing_sun
33.43,54.6,1008.75,blazing_sun
33.43,54.7,1008.81,blazing_sun
33.43,55.01,1008.77,blazing_sun
33.42,55.27,1008.77,blazing_sun
33.4,56.18,1008.77,blazing_sun
33.39,56.33,1008.75,blazing_sun
33.37,56.58,1008.76,blazing_sun
33.34,56.38,1008.77,blazing_sun
33.31,56.47,1008.75,blazing_sun
33.21,57.36,1008.77,blazing_sun
33.18,57.73,1008.75,blazing_sun
33.17,57.67,1008.73,blazing_sun
33.19,57.25,1008.76,blazing_sun
33.19,56.86,1008.74,blazing_sun
33.19,57.54,1008.73,blazing_sun
33.21,57.32,1008.77,blazing_sun
33.2,56.57,1008.73,blazing_sun
33.18,56.39,1008.77,blazing_sun
33.19,57.02,1008.74,blazing_sun
33.19,56.96,1008.72,blazing_sun
33.17,56.86,1008.75,blazing_sun
33.18,56.61,1008.74,blazing_sun
33.19,56.91,1008.76,blazing_sun
33.2,57.06,1008.72,blazing_sun
33.21,56.26,1008.73,blazing_sun
33.23,55.27,1008.71,blazing_sun
33.23,55.52,1008.71,blazing_sun
33.25,56.34,1008.73,blazing_sun
33.25,55.96,1008.74,blazing_sun
33.25,56.21,1008.76,blazing_sun
33.22,56.13,1008.72,blazing_sun
33.03,58.09,1008.73,blazing_sun
33.3,55.84,1008.74,blazing_sun
33.3,55.83,1008.75,blazing_sun
33.31,55.88,1008.74,blazing_sun
33.32,56.12,1008.74,blazing_sun
33.34,56.29,1008.75,blazing_sun
33.36,56.39,1008.74,blazing_sun
33.36,56.52,1008.75,blazing_sun
33.37,56.56,1008.76,blazing_sun
33.38,56.44,1008.75,blazing_sun
33.39,56.29,1008.74,blazing_sun
33.39,56.07,1008.74,blazing_sun
33.4,56.07,1008.76,blazing_sun
33.41,55.63,1008.77,blazing_sun
33.41,55.27,1008.74,blazing_sun
33.41,55.08,1008.78,blazing_sun
33.41,54.93,1008.78,blazing_sun
33.41,54.99,1008.74,blazing_sun
33.4,54.87,1008.76,blazing_sun
33.41,54.62,1008.77,blazing_sun
33.38,54.93,1008.78,blazing_sun
33.38,54.8,1008.73,blazing_sun
33.39,54.82,1008.75,blazing_sun
33.38,54.87,1008.75,blazing_sun
33.37,54.57,1008.75,blazing_sun
33.35,54.41,1008.69,blazing_sun
33.33,54.47,1008.71,blazing_sun
33.34,54.39,1008.71,blazing_sun
33.34,54.34,1008.69,blazing_sun
33.36,54.41,1008.7,blazing_sun
33.37,54.37,1008.7,blazing_sun
33.37,54.89,1008.7,blazing_sun
33.37,54.97,1008.72,blazing_sun
33.38,54.91,1008.74,blazing_sun
33.39,54.99,1008.74,blazing_sun
33.4,55.03,1008.74,blazing_sun
33.41,54.93,1008.74,blazing_sun
33.41,54.71,1008.7,blazing_sun
33.43,54.53,1008.73,blazing_sun
33.43,54.43,1008.7,blazing_sun
33.43,54.34,1008.73,blazing_sun
33.43,54.53,1008.73,blazing_sun
33.42,54.54,1008.71,blazing_sun
33.42,54.46,1008.72,blazing_sun
33.43,54.46,1008.72,blazing_sun
33.42,54.92,1008.74,blazing_sun
33.39,54.68,1008.73,blazing_sun
33.38,54.62,1008.73,blazing_sun
33.38,54.67,1008.73,blazing_sun
33.38,54.5,1008.73,blazing_sun
33.38,54.58,1008.71,blazing_sun
33.38,54.73,1008.7,blazing_sun
33.38,54.47,1008.69,blazing_sun
33.37,54.92,1008.7,blazing_sun
33.38,55.42,1008.75,blazing_sun
33.36,55.47,1008.74,blazing_sun
33.33,54.94,1008.71,blazing_sun
33.31,54.69,1008.71,blazing_sun
33.28,55.46,1008.69,blazing_sun
33.26,55.18,1008.69,blazing_sun
33.23,55.18,1008.71,blazing_sun
33.21,54.85,1008.73,blazing_sun
33.21,54.83,1008.71,blazing_sun
33.22,55.06,1008.71,blazing_sun
33.22,55.21,1008.71,blazing_sun
33.2,54.87,1008.72,blazing_sun
33.18,54.75,1008.69,blazing_sun
33.18,54.79,1008.69,blazing_sun
33.19,54.9,1008.7,blazing_sun
33.19,55.13,1008.68,blazing_sun
33.18,55.46,1008.68,blazing_sun
33.18,55.13,1008.69,blazing_sun
33.18,55.46,1008.71,blazing_sun
33.18,55.46,1008.68,blazing_sun
33.17,55.73,1008.68,blazing_sun
33.18,55.65,1008.68,blazing_sun
33.18,55.52,1008.66,blazing_sun
33.18,55.51,1008.7,blazing_sun
33.19,55.46,1008.68,blazing_sun
33.2,55.41,1008.72,blazing_sun
33.21,55.44,1008.68,blazing_sun
33.22,55.44,1008.69,blazing_sun
33.22,55.34,1008.69,blazing_sun
33.22,55.19,1008.68,blazing_sun
33.22,55.32,1008.68,blazing_sun
33.22,55.82,1008.69,blazing_sun
33.22,55.79,1008.7,blazing_sun
33.19,55.52,1008.69,blazing_sun
33.19,55.39,1008.67,blazing_sun
33.2,55.85,1008.72,blazing_sun
33.2,55.95,1008.7,blazing_sun
33.17,56.32,1008.7,blazing_sun
33.17,55.56,1008.72,blazing_sun
33.17,55.3,1008.71,blazing_sun
33.15,56.01,1008.73,blazing_sun
33.1,56.92,1008.73,blazing_sun
33.03,57.38,1008.71,blazing_sun
33,57.58,1008.71,blazing_sun
32.97,57.43,1008.71,blazing_sun
32.97,57.46,1008.71,blazing_sun
32.97,56.67,1008.71,blazing_sun
32.97,56.43,1008.69,blazing_sun
32.98,56.38,1008.72,blazing_sun
32.98,56.87,1008.72,blazing_sun
32.99,57.63,1008.72,blazing_sun
33,58.12,1008.72,blazing_sun
33,57.24,1008.72,blazing_sun
33,57.17,1008.74,blazing_sun
33,57.3,1008.72,blazing_sun
33,57.46,1008.72,blazing_sun
33.01,57.57,1008.71,blazing_sun
33,57.71,1008.73,blazing_sun
33.01,57.65,1008.73,blazing_sun
33.04,56.59,1008.73,blazing_sun
33.04,56.45,1008.72,blazing_sun
33.07,56.29,1008.75,blazing_sun
33.08,56.21,1008.74,blazing_sun
33.11,56.24,1008.74,blazing_sun
33.12,56.18,1008.76,blazing_sun
33.14,56.12,1008.76,blazing_sun
33.15,56.2,1008.74,blazing_sun
33.16,56.27,1008.76,blazing_sun
33.17,56.32,1008.73,blazing_sun
33.17,56.31,1008.78,blazing_sun
33.17,56.44,1008.77,blazing_sun
33.17,56.57,1008.78,blazing_sun
33.13,56.45,1008.77,blazing_sun
33.11,56.17,1008.79,blazing_sun
33.1,56.06,1008.82,blazing_sun
33.08,55.84,1008.8,blazing_sun
33.1,55.56,1008.8,blazing_sun
33.11,55.81,1008.77,blazing_sun
33.1,56.57,1008.76,blazing_sun
33.11,56.66,1008.75,blazing_sun
33.1,56.35,1008.78,blazing_sun
33.11,56.31,1008.79,blazing_sun
33.12,56.19,1008.74,blazing_sun
33.11,56.54,1008.78,blazing_sun
33.12,56.76,1008.8,blazing_sun
33.11,56.46,1008.79,blazing_sun
33.13,55.65,1008.75,blazing_sun
33.13,55.92,1008.74,blazing_sun
33.16,54.69,1008.73,blazing_sun
33.22,54.77,1008.75,blazing_sun
33.25,55.07,1008.75,blazing_sun
33.26,55.06,1008.73,blazing_sun
33.29,55.3,1008.79,blazing_sun
33.31,55.74,1008.79,blazing_sun
33.32,55.85,1008.78,blazing_sun
33.31,56.1,1008.78,blazing_sun
33.33,56.21,1008.78,blazing_sun
33.34,56.42,1008.74,blazing_sun
33.36,56.31,1008.79,blazing_sun
33.37,56.15,1008.76,blazing_sun
33.4,56.01,1008.75,blazing_sun
33.41,55.9,1008.72,blazing_sun
33.43,55.75,1008.77,blazing_sun
33.45,55.25,1008.78,blazing_sun
33.47,55.06,1008.76,blazing_sun
33.48,55.41,1008.79,blazing_sun
33.46,55.53,1008.76,blazing_sun
33.44,55.3,1008.76,blazing_sun
33.42,55.21,1008.78,blazing_sun
33.41,55.03,1008.78,blazing_sun
33.4,55.33,1008.77,blazing_sun
33.4,55.13,1008.8,blazing_sun
33.38,55.06,1008.79,blazing_sun
33.38,55.09,1008.78,blazing_sun
33.38,54.86,1008.77,blazing_sun
33.38,54.61,1008.78,blazing_sun
33.39,54.39,1008.79,blazing_sun
33.38,54.26,1008.81,blazing_sun
33.36,54.96,1008.78,blazing_sun
33.32,55.4,1008.8,blazing_sun
33.33,55.54,1008.78,blazing_sun
33.28,57.05,1008.79,blazing_sun
33.26,57.12,1008.76,blazing_sun
33.27,57,1008.82,blazing_sun
33.27,56.66,1008.75,blazing_sun
33.28,56.36,1008.79,blazing_sun
33.28,56.95,1008.78,blazing_sun
33.27,56.96,1008.77,blazing_sun
33.24,57.13,1008.77,blazing_sun
33.24,57.07,1008.76,blazing_sun
33.25,56.92,1008.8,blazing_sun
33.25,56.62,1008.77,blazing_sun
33.25,56.48,1008.8,blazing_sun
33.26,56.47,1008.77,blazing_sun
33.26,56.63,1008.79,blazing_sun
33.28,56.61,1008.75,blazing_sun
33.29,56.17,1008.78,blazing_sun
33.28,56.44,1008.79,blazing_sun
33.27,56.75,1008.79,blazing_sun
33.28,56.79,1008.77,blazing_sun
33.27,56.98,1008.8,blazing_sun
33.27,56.99,1008.77,blazing_sun
33.26,56.92,1008.79,blazing_sun
33.27,56.87,1008.79,blazing_sun
33.25,56.83,1008.76,blazing_sun
33.26,56.57,1008.78,blazing_sun
33.26,56.5,1008.75,blazing_sun
33.26,56.51,1008.77,blazing_sun
33.26,56,1008.76,blazing_sun
33.26,56.64,1008.78,blazing_sun
33.23,56.43,1008.78,blazing_sun
33.25,56.54,1008.77,blazing_sun
33.22,55.97,1008.78,blazing_sun
33.22,55.98,1008.78,blazing_sun
33.23,55.74,1008.79,blazing_sun
33.22,55.83,1008.79,blazing_sun
33.21,55.61,1008.77,blazing_sun
33.23,55.75,1008.79,blazing_sun
33.23,55.7,1008.82,blazing_sun
33.24,55.8,1008.8,blazing_sun
33.24,56.11,1008.78,blazing_sun
33.23,56.78,1008.79,blazing_sun
33.22,56.77,1008.78,blazing_sun
33.21,56.95,1008.78,blazing_sun
33.22,56.82,1008.76,blazing_sun
33.23,56.63,1008.81,blazing_sun
33.24,56.67,1008.8,blazing_sun
33.25,56.78,1008.82,blazing_sun
33.22,56.71,1008.82,blazing_sun
33.22,56.73,1008.81,blazing_sun
33.22,56.76,1008.81,blazing_sun
33.21,57.38,1008.84,blazing_sun
33.19,56.63,1008.8,blazing_sun
33.2,56.18,1008.82,blazing_sun
33.18,55.81,1008.81,blazing_sun
33.18,55.52,1008.76,blazing_sun
33.19,55.36,1008.81,blazing_sun
33.19,55.42,1008.79,blazing_sun
33.2,55.42,1008.79,blazing_sun
33.2,55.78,1008.79,blazing_sun
33.18,55.49,1008.81,blazing_sun
33.19,55.6,1008.8,blazing_sun
33.19,55.97,1008.77,blazing_sun
33.18,56.14,1008.79,blazing_sun
33.19,56.15,1008.82,blazing_sun
33.2,56.14,1008.79,blazing_sun
33.19,56.72,1008.79,blazing_sun
33.2,56.86,1008.8,blazing_sun
33.2,57.06,1008.78,blazing_sun
33.18,57.09,1008.82,blazing_sun
33.19,57.05,1008.8,blazing_sun
33.19,57.1,1008.8,blazing_sun
33.2,57.26,1008.81,blazing_sun
33.2,58.01,1008.83,blazing_sun
33.19,57.87,1008.8,blazing_sun
33.18,56.88,1008.77,blazing_sun
33.17,56.7,1008.82,blazing_sun
33.18,56.68,1008.8,blazing_sun
33.17,56.52,1008.79,blazing_sun
33.18,57.05,1008.85,blazing_sun
33.18,57.43,1008.84,blazing_sun
33.18,57.81,1008.84,blazing_sun
33.18,57.76,1008.81,blazing_sun
33.18,57.11,1008.83,blazing_sun
33.18,56.64,1008.82,blazing_sun
33.18,56.81,1008.82,blazing_sun
33.19,56.91,1008.78,blazing_sun
33.2,56.8,1008.78,blazing_sun
33.21,56.62,1008.81,blazing_sun
33.22,56.19,1008.83,blazing_sun
33.23,55.96,1008.8,blazing_sun
33.23,55.79,1008.83,blazing_sun
33.24,55.79,1008.82,blazing_sun
33.25,55.93,1008.84,blazing_sun
33.23,55.75,1008.83,blazing_sun
33.24,55.68,1008.85,blazing_sun
33.25,55.66,1008.83,blazing_sun
33.24,55.54,1008.83,blazing_sun
33.24,55.36,1008.85,blazing_sun
33.24,55.29,1008.83,blazing_sun
33.22,55.73,1008.83,blazing_sun
33.21,55.93,1008.82,blazing_sun
33.19,55.97,1008.81,blazing_sun
33.19,55.81,1008.82,blazing_sun
33.2,55.52,1008.82,blazing_sun
33.2,55.12,1008.83,blazing_sun
33.2,55.28,1008.85,blazing_sun
33.19,55.33,1008.83,blazing_sun
33.2,55.4,1008.85,blazing_sun
33.21,55.68,1008.84,blazing_sun
33.23,56.01,1008.86,blazing_sun
33.22,56.25,1008.85,blazing_sun
33.22,56.54,1008.85,blazing_sun
33.21,56.84,1008.85,blazing_sun
33.22,56.86,1008.85,blazing_sun
33.22,56.76,1008.85,blazing_sun
33.23,57.21,1008.87,blazing_sun
33.23,57.11,1008.86,blazing_sun
33.25,57.05,1008.85,blazing_sun
33.25,56.75,1008.85,blazing_sun
33.26,56.56,1008.89,blazing_sun
33.27,56.32,1008.86,blazing_sun
33.27,56.16,1008.88,blazing_sun
33.27,56.38,1008.87,blazing_sun
33.28,56.4,1008.87,blazing_sun
33.29,56.41,1008.89,blazing_sun
33.29,56.34,1008.88,blazing_sun
33.28,56.33,1008.86,blazing_sun
33.27,56.14,1008.87,blazing_sun
33.26,55.77,1008.88,blazing_sun
33.26,55.42,1008.88,blazing_sun
33.27,55.61,1008.89,blazing_sun
33.27,56,1008.91,blazing_sun
33.26,56.08,1008.88,blazing_sun
33.26,56.56,1008.91,blazing_sun
33.27,56.76,1008.88,blazing_sun
33.27,56.99,1008.9,blazing_sun
33.26,56.68,1008.86,blazing_sun
33.25,56.69,1008.88,blazing_sun
33.26,56.68,1008.88,blazing_sun
33.27,56.6,1008.86,blazing_sun
33.27,56.52,1008.89,blazing_sun
33.27,56.28,1008.88,blazing_sun
33.28,56.15,1008.88,blazing_sun
33.26,56.2,1008.88,blazing_sun
33.27,56.16,1008.88,blazing_sun
33.27,56.32,1008.88,blazing_sun
33.28,56.3,1008.85,blazing_sun
33.29,56.25,1008.85,blazing_sun
33.3,56.3,1008.87,blazing_sun
33.31,56.25,1008.84,blazing_sun
33.31,56.2,1008.86,blazing_sun
33.33,56.16,1008.85,blazing_sun
33.34,56.14,1008.85,blazing_sun
33.36,56.28,1008.86,blazing_sun
33.37,56.36,1008.87,blazing_sun
33.36,56.4,1008.88,blazing_sun
33.34,56.28,1008.88,blazing_sun
33.33,56.4,1008.88,blazing_sun
33.31,56.74,1008.88,blazing_sun
33.28,56.72,1008.88,blazing_sun
33.27,57.07,1008.9,blazing_sun
33.27,57,1008.84,blazing_sun
33.25,57.01,1008.87,blazing_sun
33.25,57.02,1008.88,blazing_sun
33.23,57.12,1008.87,blazing_sun
33.23,57.48,1008.88,blazing_sun
33.25,57.21,1008.9,blazing_sun
33.25,56.9,1008.86,blazing_sun
33.25,57.06,1008.9,blazing_sun
33.25,56.99,1008.91,blazing_sun
33.26,57.2,1008.86,blazing_sun
33.26,57.1,1008.87,blazing_sun
33.26,57.24,1008.9,blazing_sun
33.25,57.72,1008.89,blazing_sun
33.23,57.68,1008.88,blazing_sun
33.21,56.88,1008.88,blazing_sun
33.18,55.23,1008.87,blazing_sun
33.17,54.98,1008.86,blazing_sun
33.16,55.28,1008.86,blazing_sun
33.17,55.36,1008.86,blazing_sun
33.18,55.45,1008.86,blazing_sun
33.18,55.55,1008.86,blazing_sun
