Temp,Humidity,Presure,Label
30.75,65.07,1012.22,lightly_sunlit
30.75,64.27,1012.21,lightly_sunlit
30.75,63.91,1012.22,lightly_sunlit
30.74,64.23,1012.23,lightly_sunlit
30.72,63.87,1012.2,lightly_sunlit
30.72,63.58,1012.22,lightly_sunlit
30.73,63.44,1012.22,lightly_sunlit
30.73,63.33,1012.19,lightly_sunlit
30.73,63.3,1012.18,lightly_sunlit
30.72,63.88,1012.19,lightly_sunlit
30.72,63.88,1012.21,lightly_sunlit
30.72,64.11,1012.2,lightly_sunlit
30.73,64.31,1012.19,lightly_sunlit
30.74,64.43,1012.21,lightly_sunlit
30.74,65.28,1012.18,lightly_sunlit
30.74,64.36,1012.2,lightly_sunlit
30.75,64.23,1012.2,lightly_sunlit
30.75,64.57,1012.18,lightly_sunlit
30.76,64.44,1012.18,lightly_sunlit
30.74,63.93,1012.18,lightly_sunlit
30.73,63.85,1012.19,lightly_sunlit
30.73,63.86,1012.18,lightly_sunlit
30.74,63.9,1012.2,lightly_sunlit
30.74,63.85,1012.17,lightly_sunlit
30.76,63.64,1012.17,lightly_sunlit
30.77,63.67,1012.22,lightly_sunlit
30.77,63.62,1012.18,lightly_sunlit
30.79,63.68,1012.15,lightly_sunlit
30.79,63.81,1012.18,lightly_sunlit
30.8,63.93,1012.17,lightly_sunlit
30.82,63.96,1012.18,lightly_sunlit
30.84,64.23,1012.2,lightly_sunlit
30.84,63.98,1012.17,lightly_sunlit
30.87,63.74,1012.14,lightly_sunlit
30.89,64.5,1012.18,lightly_sunlit
30.9,64.95,1012.17,lightly_sunlit
30.91,65.09,1012.19,lightly_sunlit
30.92,64.48,1012.18,lightly_sunlit
30.92,64.46,1012.19,lightly_sunlit
30.91,64.55,1012.19,lightly_sunlit
30.91,64.63,1012.21,lightly_sunlit
30.9,64.63,1012.19,lightly_sunlit
30.87,64.13,1012.18,lightly_sunlit
30.87,63.92,1012.16,lightly_sunlit
30.86,63.88,1012.19,lightly_sunlit
30.83,63.92,1012.18,lightly_sunlit
30.81,63.77,1012.23,lightly_sunlit
30.79,63.7,1012.19,lightly_sunlit
30.78,63.68,1012.21,lightly_sunlit
30.78,63.6,1012.21,lightly_sunlit
30.78,63.45,1012.2,lightly_sunlit
30.78,63.32,1012.18,lightly_sunlit
30.77,64.45,1012.21,lightly_sunlit
30.77,64.56,1012.2,lightly_sunlit
30.76,64.41,1012.23,lightly_sunlit
30.79,64.11,1012.22,lightly_sunlit
30.83,64.73,1012.19,lightly_sunlit
30.82,65.19,1012.19,lightly_sunlit
30.8,65.17,1012.21,lightly_sunlit
30.78,65.35,1012.2,lightly_sunlit
30.76,64.73,1012.2,lightly_sunlit
30.76,65.36,1012.2,lightly_sunlit
30.74,64.79,1012.23,lightly_sunlit
30.73,64.06,1012.2,lightly_sunlit
30.73,63.92,1012.2,lightly_sunlit
30.73,63.72,1012.2,lightly_sunlit
30.73,63.55,1012.21,lightly_sunlit
30.73,63.5,1012.2,lightly_sunlit
30.72,63.5,1012.18,lightly_sunlit
30.71,63.85,1012.19,lightly_sunlit
30.7,63.66,1012.21,lightly_sunlit
30.72,63.59,1012.2,lightly_sunlit
30.72,63.51,1012.2,lightly_sunlit
30.72,63.37,1012.18,lightly_sunlit
30.72,63.44,1012.17,lightly_sunlit
30.72,63.58,1012.24,lightly_sunlit
30.73,63.37,1012.2,lightly_sunlit
30.74,63.28,1012.18,lightly_sunlit
30.74,63.36,1012.19,lightly_sunlit
30.74,63.4,1012.21,lightly_sunlit
30.75,63.75,1012.21,lightly_sunlit
30.74,64.04,1012.21,lightly_sunlit
30.74,63.92,1012.23,lightly_sunlit
30.73,64.08,1012.22,lightly_sunlit
30.73,63.8,1012.19,lightly_sunlit
30.71,63.98,1012.2,lightly_sunlit
30.69,64.49,1012.15,lightly_sunlit
30.68,64.69,1012.21,lightly_sunlit
30.66,64.8,1012.21,lightly_sunlit
30.65,64.47,1012.18,lightly_sunlit
30.66,64.37,1012.19,lightly_sunlit
30.66,64.33,1012.21,lightly_sunlit
30.66,63.99,1012.18,lightly_sunlit
30.66,63.96,1012.19,lightly_sunlit
30.64,64.03,1012.16,lightly_sunlit
30.62,65.09,1012.21,lightly_sunlit
30.59,64.71,1012.19,lightly_sunlit
30.57,64.72,1012.17,lightly_sunlit
30.56,65.14,1012.17,lightly_sunlit
30.56,64.73,1012.18,lightly_sunlit
30.55,64.24,1012.15,lightly_sunlit
30.59,64.6,1012.19,lightly_sunlit
30.59,63.96,1012.17,lightly_sunlit
30.59,63.79,1012.2,lightly_sunlit
30.64,64.12,1012.19,lightly_sunlit
30.64,64.4,1012.2,lightly_sunlit
30.65,64.09,1012.18,lightly_sunlit
30.66,64.31,1012.2,lightly_sunlit
30.68,63.87,1012.19,lightly_sunlit
30.68,63.71,1012.19,lightly_sunlit
30.7,63.73,1012.2,lightly_sunlit
30.71,63.75,1012.17,lightly_sunlit
30.73,63.86,1012.22,lightly_sunlit
30.74,64.09,1012.21,lightly_sunlit
30.74,64.12,1012.2,lightly_sunlit
30.76,64.59,1012.2,lightly_sunlit
30.75,64.98,1012.21,lightly_sunlit
30.74,64.55,1012.2,lightly_sunlit
30.72,64.74,1012.22,lightly_sunlit
30.7,64.64,1012.18,lightly_sunlit
30.71,64.44,1012.23,lightly_sunlit
30.7,64.74,1012.22,lightly_sunlit
30.7,64.69,1012.2,lightly_sunlit
30.69,64.51,1012.2,lightly_sunlit
30.69,64.01,1012.19,lightly_sunlit
30.7,63.86,1012.2,lightly_sunlit
30.7,64.07,1012.22,lightly_sunlit
30.69,64.56,1012.21,lightly_sunlit
30.7,64.88,1012.22,lightly_sunlit
30.69,66.17,1012.22,lightly_sunlit
30.68,64.73,1012.19,lightly_sunlit
30.66,63.99,1012.17,lightly_sunlit
30.64,64.32,1012.21,lightly_sunlit
30.62,65.22,1012.19,lightly_sunlit
30.59,65.39,1012.2,lightly_sunlit
30.57,65.3,1012.18,lightly_sunlit
30.55,65.06,1012.15,lightly_sunlit
30.55,64.71,1012.17,lightly_sunlit
30.54,64.6,1012.19,lightly_sunlit
30.54,64.38,1012.18,lightly_sunlit
30.54,64.29,1012.17,lightly_sunlit
30.56,64.34,1012.17,lightly_sunlit
30.59,64.47,1012.2,lightly_sunlit
30.62,64.36,1012.18,lightly_sunlit
30.68,64.25,1012.17,lightly_sunlit
30.71,64.18,1012.21,lightly_sunlit
30.71,64.62,1012.2,lightly_sunlit
30.71,64.39,1012.2,lightly_sunlit
30.7,64.01,1012.2,lightly_sunlit
30.69,64.63,1012.2,lightly_sunlit
30.64,64.79,1012.14,lightly_sunlit
30.61,64.31,1012.17,lightly_sunlit
30.6,64.56,1012.17,lightly_sunlit
30.61,64.63,1012.17,lightly_sunlit
30.65,64.41,1012.18,lightly_sunlit
30.67,64.33,1012.17,lightly_sunlit
30.69,64.66,1012.17,lightly_sunlit
30.69,64.88,1012.16,lightly_sunlit
30.69,65.08,1012.17,lightly_sunlit
30.69,65.38,1012.19,lightly_sunlit
30.69,64.76,1012.21,lightly_sunlit
30.7,64.45,1012.21,lightly_sunlit
30.73,64.25,1012.19,lightly_sunlit
30.72,64.18,1012.22,lightly_sunlit
30.72,64.01,1012.21,lightly_sunlit
30.71,64.01,1012.2,lightly_sunlit
30.69,63.77,1012.17,lightly_sunlit
30.69,63.71,1012.22,lightly_sunlit
30.7,63.58,1012.18,lightly_sunlit
30.71,63.88,1012.19,lightly_sunlit
30.68,64.08,1012.21,lightly_sunlit
30.66,63.64,1012.17,lightly_sunlit
30.67,64.03,1012.19,lightly_sunlit
30.67,64.34,1012.2,lightly_sunlit
30.67,64.53,1012.17,lightly_sunlit
30.66,64.79,1012.2,lightly_sunlit
30.65,64.88,1012.19,lightly_sunlit
30.63,64.93,1012.21,lightly_sunlit
30.63,65.15,1012.18,lightly_sunlit
30.63,64.83,1012.2,lightly_sunlit
30.63,64.73,1012.19,lightly_sunlit
30.64,64.37,1012.19,lightly_sunlit
30.65,64.13,1012.19,lightly_sunlit
30.66,64.28,1012.2,lightly_sunlit
30.66,64.48,1012.18,lightly_sunlit
30.65,65.14,1012.22,lightly_sunlit
30.64,64.63,1012.2,lightly_sunlit
30.63,65.05,1012.19,lightly_sunlit
30.61,65.09,1012.15,lightly_sunlit
30.62,65.01,1012.16,lightly_sunlit
30.63,65.5,1012.15,lightly_sunlit
30.67,65.49,1012.18,lightly_sunlit
30.71,65.2,1012.17,lightly_sunlit
30.73,64.47,1012.15,lightly_sunlit
30.77,64.15,1012.18,lightly_sunlit
30.82,64.04,1012.18,lightly_sunlit
30.84,64.22,1012.18,lightly_sunlit
30.84,64.42,1012.19,lightly_sunlit
30.83,64.17,1012.17,lightly_sunlit
30.83,64.58,1012.19,lightly_sunlit
30.82,64.21,1012.19,lightly_sunlit
30.81,63.77,1012.18,lightly_sunlit
30.8,63.79,1012.18,lightly_sunlit
30.8,63.82,1012.17,lightly_sunlit
30.79,63.7,1012.22,lightly_sunlit
30.78,63.89,1012.16,lightly_sunlit
30.76,64.72,1012.15,lightly_sunlit
30.75,64.87,1012.17,lightly_sunlit
30.75,65.22,1012.16,lightly_sunlit
30.74,65.63,1012.16,lightly_sunlit
30.74,64.79,1012.17,lightly_sunlit
30.74,65.02,1012.18,lightly_sunlit
30.72,65.06,1012.17,lightly_sunlit
30.74,65.56,1012.18,lightly_sunlit
30.77,65.57,1012.17,lightly_sunlit
30.82,64.79,1012.14,lightly_sunlit
30.83,64.35,1012.14,lightly_sunlit
30.84,64.05,1012.15,lightly_sunlit
30.86,63.99,1012.17,lightly_sunlit
30.88,64.03,1012.16,lightly_sunlit
30.89,64.82,1012.2,lightly_sunlit
30.89,64.75,1012.15,lightly_sunlit
30.89,65.39,1012.15,lightly_sunlit
30.89,65.46,1012.16,lightly_sunlit
30.87,65.44,1012.11,lightly_sunlit
30.87,65.31,1012.14,lightly_sunlit
30.87,65.06,1012.15,lightly_sunlit
30.84,64.47,1012.18,lightly_sunlit
30.83,64.01,1012.14,lightly_sunlit
30.81,63.84,1012.18,lightly_sunlit
30.82,63.67,1012.18,lightly_sunlit
30.81,63.54,1012.17,lightly_sunlit
30.81,63.49,1012.14,lightly_sunlit
30.82,63.49,1012.17,lightly_sunlit
30.8,64.04,1012.16,lightly_sunlit
30.79,64.7,1012.18,lightly_sunlit
30.77,65.62,1012.2,lightly_sunlit
30.75,65.3,1012.19,lightly_sunlit
30.73,64.85,1012.16,lightly_sunlit
30.72,65.2,1012.17,lightly_sunlit
30.7,65.74,1012.16,lightly_sunlit
30.68,66.19,1012.19,lightly_sunlit
30.66,65.88,1012.17,lightly_sunlit
30.65,65.75,1012.18,lightly_sunlit
30.64,65.44,1012.16,lightly_sunlit
30.64,65.7,1012.16,lightly_sunlit
30.63,65.68,1012.14,lightly_sunlit
30.63,65.92,1012.14,lightly_sunlit
30.63,65.68,1012.16,lightly_sunlit
30.64,65.62,1012.15,lightly_sunlit
30.63,65.1,1012.15,lightly_sunlit
30.61,65.23,1012.17,lightly_sunlit
30.61,66.49,1012.17,lightly_sunlit
30.62,66.77,1012.18,lightly_sunlit
30.64,66.5,1012.16,lightly_sunlit
30.66,66.38,1012.16,lightly_sunlit
30.68,66.13,1012.13,lightly_sunlit
30.7,66.26,1012.14,lightly_sunlit
30.71,66.14,1012.18,lightly_sunlit
30.73,66.39,1012.16,lightly_sunlit
30.73,65.92,1012.16,lightly_sunlit
30.72,65.79,1012.16,lightly_sunlit
30.73,65.43,1012.16,lightly_sunlit
30.73,65.31,1012.18,lightly_sunlit
30.73,65.69,1012.18,lightly_sunlit
30.7,65,1012.15,lightly_sunlit
30.68,65.34,1012.16,lightly_sunlit
30.68,65.3,1012.14,lightly_sunlit
30.68,64.96,1012.18,lightly_sunlit
30.68,64.89,1012.17,lightly_sunlit
30.68,64.73,1012.19,lightly_sunlit
30.67,64.41,1012.16,lightly_sunlit
30.67,64.13,1012.17,lightly_sunlit
30.67,64.08,1012.16,lightly_sunlit
30.66,64.17,1012.17,lightly_sunlit
30.67,64.33,1012.17,lightly_sunlit
30.67,65.69,1012.18,lightly_sunlit
30.67,65.44,1012.14,lightly_sunlit
30.66,65.84,1012.15,lightly_sunlit
30.66,65.57,1012.16,lightly_sunlit
30.65,65.26,1012.16,lightly_sunlit
30.64,65.19,1012.17,lightly_sunlit
30.64,65.36,1012.16,lightly_sunlit
30.65,64.88,1012.15,lightly_sunlit
30.65,64.65,1012.17,lightly_sunlit
30.65,64.84,1012.14,lightly_sunlit
30.66,65.01,1012.16,lightly_sunlit
30.66,64.99,1012.18,lightly_sunlit
30.67,65.61,1012.18,lightly_sunlit
30.68,65.45,1012.16,lightly_sunlit
30.67,65.1,1012.16,lightly_sunlit
30.63,65.2,1012.15,lightly_sunlit
30.62,65.02,1012.16,lightly_sunlit
30.62,64.72,1012.14,lightly_sunlit
30.63,64.63,1012.17,lightly_sunlit
30.64,64.83,1012.17,lightly_sunlit
30.66,64.66,1012.15,lightly_sunlit
30.67,64.76,1012.2,lightly_sunlit
30.67,64.67,1012.19,lightly_sunlit
30.69,64.81,1012.17,lightly_sunlit
30.7,64.61,1012.16,lightly_sunlit
30.7,64.67,1012.2,lightly_sunlit
30.72,64.7,1012.19,lightly_sunlit
30.73,65.01,1012.2,lightly_sunlit
30.73,65.07,1012.18,lightly_sunlit
30.74,65.37,1012.17,lightly_sunlit
30.74,65.56,1012.19,lightly_sunlit
30.73,65.16,1012.17,lightly_sunlit
30.71,64.83,1012.2,lightly_sunlit
30.68,65.4,1012.15,lightly_sunlit
30.66,65.73,1012.18,lightly_sunlit
30.65,66.23,1012.18,lightly_sunlit
30.63,65.95,1012.17,lightly_sunlit
30.61,66.04,1012.15,lightly_sunlit
30.61,66.05,1012.17,lightly_sunlit
30.61,65.6,1012.2,lightly_sunlit
30.6,65.17,1012.19,lightly_sunlit
30.61,64.93,1012.18,lightly_sunlit
30.61,64.6,1012.17,lightly_sunlit
30.61,64.36,1012.18,lightly_sunlit
30.61,64.29,1012.16,lightly_sunlit
30.6,64.27,1012.18,lightly_sunlit
30.59,64.09,1012.19,lightly_sunlit
30.58,63.98,1012.21,lightly_sunlit
30.58,64.02,1012.19,lightly_sunlit
30.58,64.1,1012.15,lightly_sunlit
30.55,64.19,1012.18,lightly_sunlit
30.53,65.21,1012.17,lightly_sunlit
30.49,65.32,1012.17,lightly_sunlit
30.46,65.3,1012.14,lightly_sunlit
30.46,64.73,1012.17,lightly_sunlit
30.46,64.88,1012.16,lightly_sunlit
30.48,65.05,1012.19,lightly_sunlit
30.47,65.18,1012.18,lightly_sunlit
30.49,65.53,1012.16,lightly_sunlit
30.48,65.26,1012.17,lightly_sunlit
30.48,65.3,1012.19,lightly_sunlit
30.47,66.42,1012.19,lightly_sunlit
30.46,65.2,1012.2,lightly_sunlit
30.47,65.08,1012.23,lightly_sunlit
30.48,64.99,1012.19,lightly_sunlit
30.5,64.96,1012.2,lightly_sunlit
30.48,64.8,1012.21,lightly_sunlit
30.49,65.18,1012.19,lightly_sunlit
30.5,65.41,1012.2,lightly_sunlit
30.51,65.55,1012.19,lightly_sunlit
30.52,65.14,1012.21,lightly_sunlit
30.54,65.05,1012.18,lightly_sunlit
30.57,65.62,1012.2,lightly_sunlit
30.57,66.13,1012.21,lightly_sunlit
30.57,65.35,1012.22,lightly_sunlit
30.57,64.99,1012.21,lightly_sunlit
30.56,65.32,1012.18,lightly_sunlit
30.56,65.17,1012.24,lightly_sunlit
30.57,65.19,1012.19,lightly_sunlit
30.54,65.53,1012.2,lightly_sunlit
30.53,65.72,1012.17,lightly_sunlit
30.53,64.94,1012.2,lightly_sunlit
30.54,64.78,1012.2,lightly_sunlit
30.54,64.64,1012.19,lightly_sunlit
30.56,64.81,1012.17,lightly_sunlit
30.58,65.57,1012.22,lightly_sunlit
30.58,65.94,1012.21,lightly_sunlit
30.59,65.87,1012.23,lightly_sunlit
30.58,65.92,1012.22,lightly_sunlit
30.58,65.42,1012.19,lightly_sunlit
30.57,65.69,1012.22,lightly_sunlit
30.57,65.42,1012.2,lightly_sunlit
30.58,65.09,1012.22,lightly_sunlit
30.57,65.47,1012.18,lightly_sunlit
30.57,65.12,1012.21,lightly_sunlit
30.56,64.66,1012.2,lightly_sunlit
30.58,64.36,1012.18,lightly_sunlit
30.58,64.3,1012.18,lightly_sunlit
30.6,64.26,1012.22,lightly_sunlit
30.61,64.41,1012.18,lightly_sunlit
30.61,64.22,1012.21,lightly_sunlit
30.61,64.5,1012.2,lightly_sunlit
30.61,65.03,1012.22,lightly_sunlit
30.6,64.72,1012.21,lightly_sunlit
30.6,65.07,1012.2,lightly_sunlit
30.61,65.16,1012.2,lightly_sunlit
30.59,64.99,1012.24,lightly_sunlit
30.59,65.09,1012.21,lightly_sunlit
30.58,64.98,1012.23,lightly_sunlit
30.57,64.86,1012.2,lightly_sunlit
30.57,65.08,1012.24,lightly_sunlit
30.56,64.89,1012.2,lightly_sunlit
30.56,64.83,1012.22,lightly_sunlit
30.56,64.83,1012.2,lightly_sunlit
30.56,65.14,1012.2,lightly_sunlit
30.56,65.54,1012.22,lightly_sunlit
30.55,65.36,1012.21,lightly_sunlit
30.55,65.28,1012.21,lightly_sunlit
30.55,65.38,1012.2,lightly_sunlit
30.56,66.06,1012.22,lightly_sunlit
30.56,65.83,1012.23,lightly_sunlit
30.57,65.4,1012.2,lightly_sunlit
30.58,65.29,1012.22,lightly_sunlit
30.58,65.8,1012.22,lightly_sunlit
30.59,65.05,1012.21,lightly_sunlit
30.59,65.36,1012.21,lightly_sunlit
30.59,64.82,1012.23,lightly_sunlit
30.59,64.7,1012.22,lightly_sunlit
30.58,64.94,1012.21,lightly_sunlit
30.59,65.72,1012.2,lightly_sunlit
30.59,65.66,1012.22,lightly_sunlit
30.59,65.37,1012.21,lightly_sunlit
30.59,65.26,1012.22,lightly_sunlit
30.61,65.51,1012.24,lightly_sunlit
30.62,64.9,1012.24,lightly_sunlit
30.62,64.98,1012.22,lightly_sunlit
30.63,64.76,1012.22,lightly_sunlit
30.64,65.08,1012.23,lightly_sunlit
30.63,65.05,1012.25,lightly_sunlit
30.62,65.14,1012.25,lightly_sunlit
30.62,64.44,1012.25,lightly_sunlit
30.61,64.36,1012.25,lightly_sunlit
30.61,64.22,1012.25,lightly_sunlit
30.61,64.15,1012.21,lightly_sunlit
30.62,64.58,1012.22,lightly_sunlit
30.62,64.33,1012.21,lightly_sunlit
30.61,64.45,1012.23,lightly_sunlit
30.62,64.71,1012.21,lightly_sunlit
30.63,64.42,1012.19,lightly_sunlit
30.63,64.3,1012.2,lightly_sunlit
30.62,64.21,1012.18,lightly_sunlit
30.62,64.16,1012.19,lightly_sunlit
30.62,64.2,1012.2,lightly_sunlit
30.62,65.39,1012.2,lightly_sunlit
30.62,65.24,1012.16,lightly_sunlit
30.61,64.62,1012.18,lightly_sunlit
30.61,64.25,1012.2,lightly_sunlit
30.61,64.26,1012.18,lightly_sunlit
30.62,64.32,1012.18,lightly_sunlit
30.62,64.3,1012.19,lightly_sunlit
30.62,64.39,1012.17,lightly_sunlit
30.63,64.38,1012.21,lightly_sunlit
30.64,65.51,1012.19,lightly_sunlit
30.64,65.49,1012.17,lightly_sunlit
30.64,65.35,1012.18,lightly_sunlit
30.64,65.06,1012.22,lightly_sunlit
30.64,64.87,1012.2,lightly_sunlit
30.65,64.94,1012.18,lightly_sunlit
30.65,64.78,1012.18,lightly_sunlit
30.66,64.71,1012.21,lightly_sunlit
30.67,64.54,1012.18,lightly_sunlit
30.68,64.47,1012.18,lightly_sunlit
30.68,64.6,1012.17,lightly_sunlit
30.68,64.57,1012.2,lightly_sunlit
30.68,64.56,1012.17,lightly_sunlit
30.69,64.68,1012.2,lightly_sunlit
30.7,64.65,1012.22,lightly_sunlit
30.7,64.57,1012.18,lightly_sunlit
30.7,64.59,1012.18,lightly_sunlit
30.7,64.67,1012.15,lightly_sunlit
30.72,64.6,1012.2,lightly_sunlit
30.72,64.57,1012.19,lightly_sunlit
30.72,64.62,1012.18,lightly_sunlit
30.72,64.8,1012.2,lightly_sunlit
30.72,64.73,1012.17,lightly_sunlit
30.73,65.29,1012.17,lightly_sunlit
30.74,65.81,1012.17,lightly_sunlit
30.73,65.33,1012.18,lightly_sunlit
30.74,64.96,1012.18,lightly_sunlit
30.74,64.87,1012.18,lightly_sunlit
30.74,64.73,1012.18,lightly_sunlit
30.74,64.63,1012.2,lightly_sunlit
30.74,64.64,1012.17,lightly_sunlit
30.76,64.73,1012.2,lightly_sunlit
30.76,64.91,1012.18,lightly_sunlit
30.76,64.79,1012.17,lightly_sunlit
30.76,65.6,1012.17,lightly_sunlit
30.76,65.7,1012.18,lightly_sunlit
30.75,65.18,1012.16,lightly_sunlit
30.75,64.77,1012.2,lightly_sunlit
30.76,64.73,1012.21,lightly_sunlit
30.75,64.79,1012.19,lightly_sunlit
30.75,65.1,1012.2,lightly_sunlit
30.75,65.56,1012.18,lightly_sunlit
30.73,65.22,1012.17,lightly_sunlit
30.73,65.61,1012.2,lightly_sunlit
30.72,65.23,1012.18,lightly_sunlit
30.72,65.11,1012.21,lightly_sunlit
30.72,64.95,1012.2,lightly_sunlit
30.7,64.63,1012.16,lightly_sunlit
30.7,64.44,1012.21,lightly_sunlit
30.7,64.38,1012.21,lightly_sunlit
30.7,64.59,1012.18,lightly_sunlit
30.7,64.85,1012.2,lightly_sunlit
30.68,65.14,1012.16,lightly_sunlit
30.68,65.16,1012.19,lightly_sunlit
30.68,64.78,1012.21,lightly_sunlit
30.67,64.73,1012.2,lightly_sunlit
30.67,64.64,1012.22,lightly_sunlit
30.67,64.33,1012.2,lightly_sunlit
30.67,64.22,1012.2,lightly_sunlit
30.67,64.25,1012.19,lightly_sunlit
30.66,64.33,1012.16,lightly_sunlit
30.66,64.41,1012.16,lightly_sunlit
30.65,64.76,1012.21,lightly_sunlit
30.64,64.51,1012.18,lightly_sunlit
30.62,64.56,1012.18,lightly_sunlit
30.6,64.76,1012.16,lightly_sunlit
30.56,64.87,1012.15,lightly_sunlit
30.54,65.75,1012.16,lightly_sunlit
30.52,65.96,1012.17,lightly_sunlit
30.52,65.85,1012.17,lightly_sunlit
30.53,65.54,1012.12,lightly_sunlit
30.55,65.82,1012.14,lightly_sunlit
30.57,65.79,1012.16,lightly_sunlit
30.59,65.92,1012.18,lightly_sunlit
30.62,66.13,1012.18,lightly_sunlit
30.62,65.73,1012.16,lightly_sunlit
30.63,66.03,1012.15,lightly_sunlit
30.64,65.86,1012.18,lightly_sunlit
30.65,65.73,1012.15,lightly_sunlit
30.66,65.95,1012.16,lightly_sunlit
30.66,65.68,1012.16,lightly_sunlit
30.66,65.87,1012.15,lightly_sunlit
30.66,65.8,1012.15,lightly_sunlit
30.65,65.96,1012.16,lightly_sunlit
30.64,66.28,1012.16,lightly_sunlit
30.62,66.47,1012.17,lightly_sunlit
30.61,66.75,1012.16,lightly_sunlit
30.59,66.24,1012.16,lightly_sunlit
30.59,65.84,1012.2,lightly_sunlit
30.61,65.52,1012.15,lightly_sunlit
30.62,65.77,1012.15,lightly_sunlit
30.61,65.76,1012.16,lightly_sunlit
30.62,65.93,1012.15,lightly_sunlit
30.63,65.96,1012.18,lightly_sunlit
30.63,65.95,1012.17,lightly_sunlit
30.64,65.24,1012.18,lightly_sunlit
30.65,65.12,1012.18,lightly_sunlit
30.67,65.34,1012.18,lightly_sunlit
30.67,65.33,1012.18,lightly_sunlit
30.68,65.18,1012.17,lightly_sunlit
30.67,65.22,1012.16,lightly_sunlit
30.67,65.14,1012.17,lightly_sunlit
30.67,64.8,1012.19,lightly_sunlit
30.65,64.4,1012.15,lightly_sunlit
30.65,64.13,1012.17,lightly_sunlit
30.64,64.3,1012.14,lightly_sunlit
30.65,64.53,1012.19,lightly_sunlit
30.65,64.96,1012.16,lightly_sunlit
30.65,65.22,1012.19,lightly_sunlit
30.66,65.25,1012.17,lightly_sunlit
30.64,65.44,1012.19,lightly_sunlit
30.64,65.55,1012.2,lightly_sunlit
30.65,65.47,1012.2,lightly_sunlit
30.65,65.37,1012.19,lightly_sunlit
30.65,65.07,1012.21,lightly_sunlit
30.64,65.1,1012.21,lightly_sunlit
30.63,65.32,1012.21,lightly_sunlit
30.59,65.2,1012.21,lightly_sunlit
30.55,65.36,1012.17,lightly_sunlit
30.53,65.96,1012.19,lightly_sunlit
30.51,64.99,1012.2,lightly_sunlit
30.5,65.5,1012.19,lightly_sunlit
30.48,65.37,1012.17,lightly_sunlit
30.45,65.32,1012.17,lightly_sunlit
30.43,65.5,1012.19,lightly_sunlit
30.41,65.33,1012.23,lightly_sunlit
30.41,65.04,1012.24,lightly_sunlit
30.39,65.61,1012.22,lightly_sunlit
30.41,65.66,1012.22,lightly_sunlit
30.42,65.84,1012.24,lightly_sunlit
30.43,66.15,1012.23,lightly_sunlit
30.42,65.66,1012.2,lightly_sunlit
30.41,65.51,1012.24,lightly_sunlit
30.42,65.31,1012.25,lightly_sunlit
30.43,65.32,1012.23,lightly_sunlit
30.45,65.35,1012.23,lightly_sunlit
30.46,65.36,1012.24,lightly_sunlit
30.48,65.44,1012.23,lightly_sunlit
30.48,65.63,1012.24,lightly_sunlit
30.49,65.6,1012.23,lightly_sunlit
30.48,65.92,1012.22,lightly_sunlit
30.43,65.32,1012.26,lightly_sunlit
30.4,65.33,1012.27,lightly_sunlit
30.36,65.56,1012.28,lightly_sunlit
30.33,65.54,1012.24,lightly_sunlit
30.3,65.81,1012.25,lightly_sunlit
30.28,66.05,1012.24,lightly_sunlit
30.28,65.92,1012.25,lightly_sunlit
30.28,65.65,1012.26,lightly_sunlit
30.29,65.59,1012.25,lightly_sunlit
30.3,65.58,1012.26,lightly_sunlit
30.3,65.84,1012.24,lightly_sunlit
30.31,65.89,1012.24,lightly_sunlit
30.34,65.84,1012.26,lightly_sunlit
30.39,65.71,1012.25,lightly_sunlit
30.41,65.75,1012.23,lightly_sunlit
30.42,65.56,1012.24,lightly_sunlit
30.43,65.38,1012.23,lightly_sunlit
30.46,65.64,1012.22,lightly_sunlit
30.47,65.14,1012.23,lightly_sunlit
30.46,65.14,1012.2,lightly_sunlit
30.47,65.32,1012.24,lightly_sunlit
30.48,65.36,1012.25,lightly_sunlit
30.48,65.6,1012.23,lightly_sunlit
30.49,65.32,1012.23,lightly_sunlit
30.49,64.98,1012.22,lightly_sunlit
30.47,65.06,1012.25,lightly_sunlit
30.45,65.65,1012.24,lightly_sunlit
30.43,65.54,1012.24,lightly_sunlit
30.44,65.4,1012.25,lightly_sunlit
30.46,65.39,1012.25,lightly_sunlit
30.46,65.39,1012.26,lightly_sunlit
30.47,65.86,1012.22,lightly_sunlit
30.48,66.27,1012.24,lightly_sunlit
30.49,66.07,1012.23,lightly_sunlit
30.49,66.16,1012.23,lightly_sunlit
30.49,66.21,1012.2,lightly_sunlit
30.49,65.61,1012.24,lightly_sunlit
30.48,65.82,1012.24,lightly_sunlit
30.48,65.46,1012.21,lightly_sunlit
30.46,66.29,1012.26,lightly_sunlit
30.44,66.39,1012.24,lightly_sunlit
30.42,65.93,1012.29,lightly_sunlit
30.42,66,1012.26,lightly_sunlit
30.42,66.85,1012.28,lightly_sunlit
30.41,66.78,1012.27,lightly_sunlit
30.41,66.99,1012.29,lightly_sunlit
30.41,67.39,1012.25,lightly_sunlit
30.41,67.47,1012.26,lightly_sunlit
30.41,67.13,1012.3,lightly_sunlit
30.4,66.87,1012.27,lightly_sunlit
30.38,66.16,1012.29,lightly_sunlit
30.37,65.96,1012.27,lightly_sunlit
30.35,66.37,1012.27,lightly_sunlit
30.34,66.43,1012.26,lightly_sunlit
30.34,66.71,1012.28,lightly_sunlit
30.34,66.3,1012.31,lightly_sunlit
